Effective water- to-cement ratio,Aggregate-to-cement ratio (a/c),RCA replacement ratio (RCA %),Parent concrete strength(MPa),Nominal maximum RCA size(mm),Nominal maximum NA size(mm),Water absorption of RCA(WARCA) (%),Water absorption of NA,Los Angeles abrasion of RCA,Los Angeles abrasion of NA,Compressive strength (f’c) (MPa)
0.46,2.6,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.8,42.0,26.013793103448275,51.5
0.28,2.0,100.0,46.176785714285714,25.0,38.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,32.9
0.36,2.4,0.0,35.6,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,48.9
0.65,4.8,75.0,46.176785714285714,20.0,30.0,6.94,1.53,29.0,20.0,14.2
0.35,2.6,0.0,46.176785714285714,15.0,20.0,5.2220498614958455,0.5,35.59479166666667,26.013793103448275,74.4
0.48,2.7,100.0,46.176785714285714,30.0,30.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,35.2
0.45,2.5,20.0,46.176785714285714,19.0,19.0,5.3,0.5,37.0,23.0,64.8
0.49,3.5,100.0,46.176785714285714,25.0,25.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,18.0
0.48,5.0,37.0,36.0,25.0,20.0,7.0,1.2,35.59479166666667,26.013793103448275,41.9
0.35,4.3,100.0,46.176785714285714,30.0,10.0,3.8,1.138730650154799,34.0,26.013793103448275,36.4
0.42,2.9,100.0,46.176785714285714,22.0,22.0,3.9,1.138730650154799,35.59479166666667,26.013793103448275,66.5
0.29,2.8,50.0,100.0,10.0,10.0,3.7,2.1,24.0,24.8,76.4375
0.55,2.6,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.1,35.59479166666667,26.013793103448275,48.6
0.44,2.5,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,0.9,35.59479166666667,26.013793103448275,61.6
0.76,4.5,100.0,46.176785714285714,30.0,32.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,22.0
0.41,1.7,60.0,46.176785714285714,20.0,20.0,4.6,0.7,35.59479166666667,26.013793103448275,40.0
0.62,2.3,100.0,46.176785714285714,20.0,19.0,5.8,1.138730650154799,32.2,26.013793103448275,29.5
0.34,2.6,72.0,46.176785714285714,32.0,20.0,9.3,0.4,35.59479166666667,26.013793103448275,36.7
0.55,2.5,100.0,46.176785714285714,20.0,20.0,3.5,1.138730650154799,35.59479166666667,26.013793103448275,38.1
0.42,2.8,20.0,46.176785714285714,20.0,20.0,4.7,1.2,30.1,29.1,48.5
0.65,3.5,0.0,46.176785714285714,19.0,25.0,5.2220498614958455,0.45,35.59479166666667,23.0,30.4
0.5,2.4,100.0,46.176785714285714,25.0,32.0,4.1,1.138730650154799,35.59479166666667,26.013793103448275,48.0
0.76,4.5,100.0,46.176785714285714,30.0,32.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,23.1
0.52,3.2,54.0,46.176785714285714,32.0,25.0,4.6,0.8,35.59479166666667,26.013793103448275,38.3
0.41,2.6,0.0,46.176785714285714,20.0,20.0,5.2220498614958455,1.0,35.59479166666667,27.8,42.3
0.36,2.3,100.0,63.2,16.0,16.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,52.5
0.32,3.0,100.0,46.176785714285714,32.0,25.0,6.0,1.138730650154799,35.59479166666667,26.013793103448275,27.2
0.45,3.3,0.0,46.176785714285714,15.0,20.0,5.2220498614958455,0.5,35.59479166666667,26.013793103448275,61.7
0.45,3.2,100.0,46.176785714285714,32.0,22.0,4.8,1.138730650154799,35.59479166666667,26.013793103448275,40.7
0.52,2.6,50.0,46.176785714285714,20.0,20.0,4.5,1.2,28.5,29.1,35.4
0.29,2.8,20.0,100.0,10.0,10.0,3.7,2.1,24.0,24.8,76.4375
0.45,2.8,0.0,46.176785714285714,20.0,19.0,5.2220498614958455,1.1,35.59479166666667,26.013793103448275,66.8
0.41,1.7,30.0,46.176785714285714,20.0,20.0,3.5,0.7,35.59479166666667,26.013793103448275,46.9
0.41,1.7,45.0,46.176785714285714,20.0,20.0,3.8,0.7,35.59479166666667,26.013793103448275,52.6
0.55,2.9,0.0,46.176785714285714,19.0,25.0,5.2220498614958455,0.45,35.59479166666667,23.0,36.7
0.5,2.5,50.0,46.176785714285714,16.0,20.0,6.9,1.9,35.59479166666667,26.013793103448275,51.6
0.52,2.8,40.0,46.176785714285714,22.0,20.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,48.0
0.45,3.1,50.0,46.176785714285714,12.0,30.0,6.8,3.0,35.59479166666667,26.013793103448275,39.6
0.6,4.6,0.0,46.176785714285714,15.0,20.0,5.2220498614958455,0.5,35.59479166666667,26.013793103448275,43.5
0.41,3.3,100.0,46.176785714285714,32.0,32.0,1.8,1.138730650154799,35.59479166666667,26.013793103448275,34.2
0.48,2.7,100.0,46.176785714285714,30.0,30.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,33.8
0.5,2.9,0.0,46.176785714285714,25.0,20.0,5.2220498614958455,1.4,35.59479166666667,26.013793103448275,39.5
0.66,3.9,100.0,46.176785714285714,30.0,32.0,5.2220498614958455,1.138730650154799,35.59479166666667,26.013793103448275,27.7
0.67,3.9,100.0,46.176785714285714,30.0,10.0,3.8,1.138730650154799,34.0,26.013793103448275,18.0
0.51,3.0,100.0,46.176785714285714,20.0,20.0,7.8,1.138730650154799,35.59479166666667,26.013793103448275,42.9
0.44,2.7,50.0,46.176785714285714,20.0,20.0,5.3,1.8,42.0,31.0,54.0
0.57,3.1,0.0,46.176785714285714,20.0,25.0,5.2220498614958455,1.3,35.59479166666667,26.013793103448275,48.3
0.35,3.1,100.0,46.176785714285714,25.0,25.0,7.5,1.138730650154799,35.59479166666667,26.013793103448275,21.6
0.59,3.3,20.0,46.176785714285714,19.0,19.0,5.3,0.5,37.0,23.0,49.3
0.65,4.6,0.0,46.176785714285714,20.0,30.0,5.2220498614958455,1.53,35.59479166666667,20.0,18.0
0.46,2.7,0.0,46.176785714285714,32.0,25.0,5.2220498614958455,0.4,35.59479166666667,26.013793103448275,34.3
0.45,3.1,100.0,41.4,20.0,22.0,7.3,1.138730650154799,40.0,26.013793103448275,53.9
0.58,3.2,100.0,46.176785714285714,32.0,25.0,4.6,1.138730650154799,35.59479166666667,26.013793103448275,36.6
0.55,2.6,0.0,46.176785714285714,20.0,32.0,5.2220498614958455,1.1,35.59479166666667,26.013793103448275,48.6
0.48,4.9,64.0,36.0,25.0,20.0,7.0,1.2,35.59479166666667,26.013793103448275,45.6
0.5,2.5,50.0,46.176785714285714,25.0,32.0,4.1,0.8,35.59479166666667,26.013793103448275,51.0
0.44,3.83,0.0,46.176785714285714,21.42094017094017,21.955128205128204,2.01,0.68,35.59479166666667,26.013793103448275,52.1
0.45,6.4,25.0,46.176785714285714,32.0,32.0,1.6,0.2,35.59479166666667,26.013793103448275,53.4
